id,host_id,host_name,host_since,host_response_rate,host_listings_count,host_total_listings_count,city,state,zipcode,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,host_year,host_month,host_quarter,host_tenure_days
6691324,23316664,Shellie,2014-11-03,100.0,2.0,2.0,seattle,WA,98101,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",150.0,650.0,2200.0,0.0,60.0,2,30.0,2,1125,29,99.0,strict,4.16,2014,11,4,4117
8568567,38404316,Julio,2015-07-13,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",140.0,950.0,2650.0,200.0,100.0,1,0.0,1,1125,3,100.0,strict,1.14,2015,7,3,3865
1251707,661691,Katy,2011-06-03,100.0,163.0,163.0,seattle,WA,98101,United States,Other,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",Pool,Kitchen,Gym,""Elevator in Building"",""Hot Tub"",""Family/Kid Friendly"",Washer,Dryer}",121.0,990.0,2200.0,0.0,64.0,1,0.0,1,7,2,90.0,strict,0.1,2011,6,2,5366
10125020,40753107,Leela,2015-08-07,100.0,1.0,1.0,seattle,WA,98104,United States,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,{},175.0,800.0,4000.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2015,8,3,3840
931785,4962900,Jordan,2013-02-04,100.0,169.0,169.0,seattle,WA,98101,United States,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",147.0,650.0,2200.0,0.0,99.0,1,0.0,2,365,24,96.0,strict,0.86,2013,2,1,4754
7763613,21153266,Angela,2014-09-10,100.0,1.0,1.0,seattle,WA,98101,United States,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",149.0,1029.0,3633.0,0.0,50.0,4,20.0,1,7,19,93.0,moderate,4.71,2014,9,3,4171
9574602,74305,Darik,2010-01-27,100.0,34.0,34.0,seattle,WA,98101,United States,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",150.0,650.0,2200.0,0.0,0.0,1,0.0,7,365,0,96.0,strict,0.0,2010,1,1,5858
9024838,8534462,Daniela,2013-08-30,100.0,48.0,48.0,seattle,WA,98101,United States,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",300.0,1500.0,6000.0,300.0,80.0,4,20.0,2,1125,4,95.0,strict,2.07,2013,8,3,4547
8427227,15942582,Jen,2014-05-24,100.0,5.0,5.0,seattle,WA,98101,United States,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Doorman,Gym,""Pets live on this property"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",115.0,650.0,2200.0,150.0,45.0,2,10.0,1,90,5,90.0,strict,2.27,2014,5,2,4280
6993019,13877700,Jeff,2014-04-04,100.0,1.0,1.0,seattle,WA,98101,United States,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Wheelchair Accessible"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Hot Tub"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",290.0,650.0,2200.0,0.0,100.0,1,0.0,7,29,2,100.0,strict,0.37,2014,4,2,4330
6746826,35324206,Gracie,2015-06-08,100.0,2.0,2.0,seattle,WA,98101,United States,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Pool,Kitchen,Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",129.0,1100.0,3999.0,500.0,70.0,2,30.0,1,60,18,97.0,strict,4.32,2015,6,2,3900
3592838,18099944,Anton,2014-07-14,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",175.0,1300.0,5200.0,100.0,0.0,0,0.0,1,90,114,93.0,moderate,6.68,2014,7,3,4229
1954452,8534462,Daniela,2013-08-30,100.0,48.0,48.0,seattle,WA,98101,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron}",220.0,1000.0,3400.0,300.0,60.0,2,15.0,14,1125,71,96.0,strict,3.03,2013,8,3,4547
1651324,8758451,Ross & Lauren,2013-09-10,100.0,2.0,2.0,seattle,WA,98104,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",90.0,900.0,2200.0,0.0,20.0,2,0.0,2,1125,88,89.0,strict,3.37,2013,9,3,4536
8016646,24243156,Nicholas,2014-11-27,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",120.0,960.0,2200.0,0.0,60.0,1,0.0,1,30,3,100.0,moderate,0.71,2014,11,4,4093
6115704,31730119,Maggie And Luly,2015-04-22,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,""Free Parking on Premises"",Doorman,Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",325.0,2100.0,6500.0,300.0,110.0,4,50.0,6,1125,19,92.0,moderate,2.45,2015,4,2,3947
9237535,1623580,Mack & Sophia,2012-01-18,100.0,12.0,12.0,seattle,WA,98101,United States,Apartment,Entire home/apt,3,1.5,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer""}",230.0,1500.0,5000.0,0.0,75.0,1,0.0,1,1125,0,96.0,strict,0.0,2012,1,1,5137
2191633,4962900,Jordan,2013-02-04,100.0,169.0,169.0,seattle,WA,98101,United States,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",127.0,650.0,2200.0,0.0,99.0,1,0.0,2,1125,6,90.0,strict,0.27,2013,2,1,4754
7451624,8554626,Terry Logan,2013-08-31,100.0,2.0,2.0,seattle,WA,98101,United States,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",168.0,650.0,2200.0,0.0,25.0,1,0.0,1,1125,29,100.0,strict,5.27,2013,8,3,4546
8311242,11610447,Thomas,2014-01-24,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",117.0,869.0,3066.0,0.0,30.0,2,20.0,2,1125,7,97.0,moderate,3.89,2014,1,1,4400
3977605,247975,Kevin And Monica,2010-09-28,100.0,2.0,2.0,seattle,WA,98104,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",85.0,650.0,2200.0,0.0,45.0,1,0.0,2,6,102,88.0,moderate,6.47,2010,9,3,5614
6344566,11845596,Charlotte,2014-02-01,100.0,3.0,3.0,seattle,WA,98101,United States,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",122.0,650.0,2200.0,95.0,45.0,2,25.0,1,14,64,98.0,moderate,8.17,2014,2,1,4392
2191169,4962900,Jordan,2013-02-04,100.0,169.0,169.0,seattle,WA,98101,United States,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",142.0,650.0,2200.0,0.0,99.0,1,0.0,2,1125,18,94.0,strict,0.76,2013,2,1,4754
5213468,8534462,Daniela,2013-08-30,100.0,48.0,48.0,seattle,WA,98101,United States,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",237.0,2300.0,8500.0,300.0,80.0,2,20.0,2,1125,30,99.0,strict,2.87,2013,8,3,4547
9822759,13010672,Isabella,2014-03-11,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Pets live on this property"",Cat(s),""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",350.0,650.0,2200.0,500.0,99.0,4,50.0,3,1125,0,96.0,flexible,0.0,2014,3,1,4354
945645,4411144,Emma,2012-12-15,100.0,9.0,9.0,seattle,WA,98101,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",99.0,650.0,2200.0,0.0,75.0,1,0.0,2,120,9,97.0,strict,0.78,2012,12,4,4805
8193241,4874276,Sarah,2013-01-28,100.0,5.0,5.0,seattle,WA,98101,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",110.0,800.0,3200.0,250.0,50.0,2,20.0,3,60,16,96.0,strict,4.17,2013,1,1,4761
6916167,12520715,Tom,2014-02-24,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}",300.0,900.0,3000.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2014,2,1,4369
6941113,20069008,Kaiser,2014-08-15,100.0,2.0,2.0,seattle,WA,98101,United States,Apartment,Entire home/apt,7,2.0,2.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",225.0,650.0,7500.0,300.0,90.0,4,10.0,3,60,18,97.0,strict,2.95,2014,8,3,4197
2621746,453540,Sid,2011-03-20,100.0,5.0,5.0,seattle,WA,98101,United States,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",99.0,1300.0,4500.0,0.0,35.0,2,25.0,1,1125,106,93.0,strict,4.92,2011,3,1,5441
449602,2232569,Kyle,2012-04-26,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Shared room,6,1.0,1.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",65.0,650.0,2200.0,100.0,0.0,1,10.0,1,7,108,98.0,moderate,2.42,2012,4,2,5038
1724849,9091378,Brittany,2013-09-27,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",275.0,1200.0,2800.0,0.0,0.0,0,0.0,1,1125,11,93.0,flexible,0.43,2013,9,3,4519
3868138,8534462,Daniela,2013-08-30,100.0,48.0,48.0,seattle,WA,98104,United States,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",183.0,1700.0,2200.0,300.0,60.0,2,20.0,2,1125,46,98.0,strict,2.73,2013,8,3,4547
8193054,4874276,Sarah,2013-01-28,100.0,5.0,5.0,seattle,WA,98101,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",110.0,800.0,3200.0,250.0,50.0,2,15.0,3,60,10,98.0,strict,2.83,2013,1,1,4761
6807981,8534462,Daniela,2013-08-30,100.0,48.0,48.0,seattle,WA,98101,United States,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",156.0,650.0,2200.0,300.0,60.0,2,20.0,2,1125,18,96.0,strict,2.83,2013,8,3,4547
1163345,6372203,Darcy,2013-05-13,100.0,7.0,7.0,seattle,WA,98104,United States,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",169.0,650.0,2200.0,200.0,0.0,1,0.0,1,30,107,88.0,strict,3.4,2013,5,2,4656
6436727,33601666,Alan,2015-05-17,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",150.0,875.0,2200.0,0.0,0.0,1,0.0,2,6,14,94.0,flexible,1.86,2015,5,2,3922
8553556,37423892,Kevin,2015-07-03,100.0,1.0,1.0,seattle,WA,98104,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Dryer,Essentials,Shampoo}",125.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,12,91.0,flexible,3.79,2015,7,3,3875
7389483,2405924,Tahira,2012-05-18,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",175.0,1050.0,4000.0,0.0,100.0,2,75.0,3,1125,1,100.0,moderate,0.26,2012,5,2,5016
1901706,1787819,Christine,2012-02-21,100.0,8.0,8.0,seattle,WA,98122,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",155.0,1008.0,2200.0,0.0,60.0,1,0.0,3,90,15,96.0,strict,0.8,2012,2,1,5103
4137114,9058822,Andre And Joel,2013-09-25,100.0,8.0,8.0,seattle,WA,98101,United States,Apartment,Entire home/apt,6,1.0,1.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",151.0,1009.0,3400.0,250.0,65.0,3,17.0,3,1125,54,94.0,strict,3.58,2013,9,3,4521
5249093,14980831,Rebecca,2014-05-01,100.0,9.0,9.0,seattle,WA,98101,United States,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",175.0,1176.0,2400.0,250.0,135.0,1,0.0,3,1125,27,90.0,moderate,2.88,2014,5,2,4303
356608,1787819,Christine,2012-02-21,100.0,8.0,8.0,seattle,WA,98122,United States,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",196.0,1224.0,2200.0,0.0,60.0,1,0.0,3,90,40,96.0,strict,0.92,2012,2,1,5103
5270223,21818936,Justin,2014-09-26,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",110.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2014,9,3,4155
7824870,27676513,Sarah,2015-02-13,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",140.0,650.0,2200.0,100.0,10.0,2,50.0,3,4,0,96.0,flexible,0.0,2015,2,1,4015
828298,74305,Darik,2010-01-27,100.0,34.0,34.0,seattle,WA,98101,United States,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",175.0,650.0,2200.0,0.0,107.0,1,0.0,3,1125,14,92.0,strict,0.39,2010,1,1,5858
8446347,44470118,Michelle,2015-09-18,100.0,1.0,1.0,seattle,WA,98104,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",Kitchen,Breakfast,""Buzzer/Wireless Intercom"",Heating,Essentials,Shampoo}",250.0,650.0,2200.0,0.0,45.0,1,0.0,1,1125,0,96.0,flexible,0.0,2015,9,3,3798
5989894,2775464,Lubna,2012-06-28,100.0,2.0,2.0,seattle,WA,98104,United States,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Pool,Kitchen,Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers}",90.0,450.0,1800.0,100.0,50.0,3,25.0,1,1125,11,95.0,moderate,1.27,2012,6,2,4975
7699495,7785901,Andric And Drea,2013-07-28,100.0,3.0,3.0,seattle,WA,98104,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",105.0,800.0,2800.0,0.0,60.0,2,20.0,3,1125,6,100.0,flexible,2.73,2013,7,3,4580
3270492,16537099,Maximillian,2014-06-08,100.0,1.0,1.0,seattle,WA,98101,United States,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,Essentials,Shampoo}",95.0,600.0,2300.0,0.0,30.0,2,30.0,2,1125,62,97.0,moderate,3.41,2014,6,2,4265
